_project,afferent-couplings,alert_status,blocker_violations,bugs,class_complexity,classes,code_smells,cognitive_complexity,comment_lines,comment_lines_density,complexity,complexity_in_classes,complexity_in_functions,confirmed_issues,coverage,critical_violations,development_cost,directories,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,efferent-couplings,effort_to_reach_maintainability_rating_a,false_positive_issues,file_complexity,file_complexity_distribution,files,function_complexity,function_complexity_distribution,functions,info_violations,line_coverage,lines,lines_to_cover,major_violations,minor_violations,missing_package_info,missing_package_info_count,ncloc,ncloc_language_distribution,new_blocker_violations,new_bugs,new_code_smells,new_critical_violations,new_info_violations,new_maintainability_rating,new_major_violations,new_minor_violations,new_reliability_rating,new_reliability_remediation_effort,new_security_rating,new_security_remediation_effort,new_sqale_debt_ratio,new_technical_debt,new_violations,new_vulnerabilities,number-of-classes-and-interfaces,open_issues,package,package-dependency-cycles,package_count,quality_gate_details,quality_profiles,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,security_remediation_effort,sqale_debt_ratio,sqale_index,sqale_rating,statements,uncovered_lines,violations,vulnerabilities,wont_fix_issues,code_smells:antisingleton,code_smells:baseclass_abstract,code_smells:class_data_private,code_smells:complex_class,code_smells:large_class,code_smells:lazy_class,code_smells:long_method,code_smells:long_parameter_list,code_smells:many_field_attributes_not_complex,code_smells:message_chains,code_smells:refused_parent_bequest,code_smells:spaghetti_code,code_smells:speculative_generality,code_smells:swiss_army_knife,common-java:DuplicatedBlocks,jdepend:afferent-couplings,squid:AssignmentInSubExpressionCheck,squid:ClassCyclomaticComplexity,squid:ClassVariableVisibilityCheck,squid:CommentedOutCodeLine,squid:EmptyStatementUsageCheck,squid:ForLoopCounterChangedCheck,squid:HiddenFieldCheck,squid:LabelsShouldNotBeUsedCheck,squid:MethodCyclomaticComplexity,squid:MissingDeprecatedCheck,squid:ModifiersOrderCheck,squid:ObjectFinalizeCheck,squid:ObjectFinalizeOverridenCallsSuperFinalizeCheck,squid:ObjectFinalizeOverridenCheck,squid:RedundantThrowsDeclarationCheck,squid:RightCurlyBraceStartLineCheck,squid:S00100,squid:S00101,squid:S00105,squid:S00107,squid:S00108,squid:S00112,squid:S00114,squid:S00115,squid:S00116,squid:S00117,squid:S00119,squid:S00120,squid:S00122,squid:S106,squid:S1065,squid:S1066,squid:S1067,squid:S1068,squid:S1118,squid:S1125,squid:S1126,squid:S1132,squid:S1133,squid:S1134,squid:S1135,squid:S1141,squid:S1143,squid:S1145,squid:S1147,squid:S1148,squid:S1149,squid:S1150,squid:S1151,squid:S1153,squid:S1155,squid:S1157,squid:S1158,squid:S1160,squid:S1161,squid:S1163,squid:S1165,squid:S1166,squid:S1168,squid:S1170,squid:S1171,squid:S1172,squid:S1174,squid:S1175,squid:S1181,squid:S1182,squid:S1185,squid:S1186,squid:S1188,squid:S1190,squid:S1191,squid:S1192,squid:S1193,squid:S1194,squid:S1195,squid:S1197,squid:S1199,squid:S1201,squid:S1206,squid:S1210,squid:S1213,squid:S1214,squid:S1215,squid:S1217,squid:S1219,squid:S1220,squid:S1221,squid:S1223,squid:S1226,squid:S1244,squid:S128,squid:S1301,squid:S1312,squid:S1313,squid:S1314,squid:S1319,squid:S134,squid:S135,squid:S1444,squid:S1452,squid:S1479,squid:S1481,squid:S1488,squid:S1596,squid:S1598,squid:S1700,squid:S1764,squid:S1850,squid:S1860,squid:S1862,squid:S1872,squid:S1905,squid:S1948,squid:S1994,squid:S2055,squid:S2061,squid:S2065,squid:S2066,squid:S2068,squid:S2077,squid:S2094,squid:S2109,squid:S2110,squid:S2111,squid:S2114,squid:S2116,squid:S2118,squid:S2123,squid:S2130,squid:S2131,squid:S2133,squid:S2134,squid:S2151,squid:S2153,squid:S2157,squid:S2160,squid:S2165,squid:S2166,squid:S2175,squid:S2176,squid:S2178,squid:S2183,squid:S2184,squid:S2200,squid:S2225,squid:S2232,squid:S2236,squid:S2250,squid:S2251,squid:S2252,squid:S2272,squid:S2273,squid:S2274,squid:S2275,squid:S2276,squid:S2326,squid:S2386,squid:S2388,squid:S2437,squid:S2438,squid:S2440,squid:S2447,squid:S888,squid:SwitchLastCaseIsDefaultCheck,squid:UnusedPrivateMethod,squid:UselessImportCheck,squid:UselessParenthesesCheck
QC:jgrapht,0,ERROR,2,36,7.8,318,826,1879,9122,34.6,2474,2474,2456,0,0.0,77,516960,30,28,16,548,1.3,0,0,0,10.2,0=116;5=46;10=44;20=18;30=14;60=1;90=3,242,1.7,1=894;2=300;4=84;6=36;8=21;10=5;12=3,1458,37,0.0,42129,9531,643,163,30,30,17232,java=17232,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,922,30,0,30,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"2";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"922";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,702,0,4.0,620,3.0,15342,1.0,6740,9531,922,60,0,2,0,8,33,0,3,58,5,0,0,0,0,0,0,16,0,0,0,54,238,2,3,5,0,5,0,3,0,0,0,12,0,0,0,0,0,14,9,0,9,15,18,35,0,0,41,0,5,0,0,12,2,5,3,3,21,34,0,0,6,0,4,11,2,1,0,4,0,0,1,10,0,0,47,11,1,0,4,0,0,0,0,2,14,1,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,45,4,2,1,0,1,18,3,0,0,0,0,0,0,0,0,20,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0
QC:jgroups,0,ERROR,253,100,19.9,1030,14064,19764,14130,12.8,20461,20461,20162,0,0.0,847,2892120,29,429,135,8137,5.9,0,0,0,37.8,0=97;5=56;10=110;20=87;30=99;60=37;90=55,541,2.3,1=4881;2=1974;4=711;6=339;8=170;10=82;12=175,8646,199,0.0,138080,63672,6724,6474,29,29,96404,java=96404,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,14497,29,0,29,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"253";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"14497";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1765,0,4.0,5005,4.9,140996,1.0,54110,63672,14497,333,0,24,1,13,113,1,9,169,18,0,0,1,1,0,0,135,0,9,10,80,352,60,274,20,2,206,147,127,0,0,0,103,0,76,44,102,10,189,595,0,78,1393,2894,5,0,693,1856,0,55,9,17,37,51,3,297,173,0,26,30,1,0,29,166,409,0,174,0,13,3,0,25,272,1,11,557,62,30,0,14,0,0,244,9,14,244,14,0,0,307,3,0,1,55,5,0,5,1,143,1,1,0,0,1,0,0,70,9,3,43,74,77,0,5,388,130,4,3,1,34,9,1,0,6,0,0,0,0,1,3,37,0,0,0,0,0,4,1,1,0,0,0,0,1,3,0,7,5,0,3,0,0,1,3,0,4,0,1,0,0,25,0,0,0,2,15,1,0,0,1,12,0,0,0,1,0,0,0,5,0,0,108,20,51,1
QC:jhotdraw,0,ERROR,39,294,20.8,753,6181,14374,22430,22.0,15670,15670,14883,0,0.0,601,2390160,66,968,241,22878,17.0,0,0,0,25.6,0=145;5=87;10=122;20=112;30=84;60=34;90=29,613,2.1,1=4167;2=1331;4=457;6=196;8=113;10=56;12=142,7150,50,0.0,134424,49107,3776,2179,66,66,79672,java=79672,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,6645,66,0,66,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"39";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"6645";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,3346,0,4.0,1730,3.6,86125,1.0,40068,49107,6645,170,0,8,4,9,140,0,33,146,70,0,0,0,0,0,0,241,0,152,5,61,403,21,2,10,13,169,4,534,0,0,12,124,101,3,0,70,26,46,19,0,16,16,57,0,0,97,199,2,54,33,83,9,9,2,223,8,70,42,8,0,8,3,106,33,0,272,0,37,5,1,7,35,0,4,250,6,0,1,81,0,0,38,0,7,193,65,0,1,160,0,0,0,36,57,0,1,2,622,11,0,0,0,0,0,1,131,150,1,29,0,0,0,23,241,16,3,0,0,225,51,5,0,0,0,7,0,2,0,52,66,0,0,0,1,3,0,0,1,0,0,2,0,0,0,0,5,7,0,0,0,0,0,7,24,2,0,6,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92,32,20,1
QC:jmeter,7,ERROR,22,50,15.5,1023,5582,12337,25146,21.0,15832,15832,15581,0,0.0,513,2843340,175,538,170,9285,5.6,25,0,0,17.1,0=276;5=201;10=200;20=100;30=101;60=29;90=19,926,1.7,1=6336;2=1497;4=429;6=167;8=71;10=46;12=93,9002,356,0.0,165020,57942,2741,2072,174,174,94778,java=94778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,14,5704,175,354,175,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"22";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"5704";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1054,0,4.0,1795,3.2,92094,1.0,47457,57942,5704,72,0,0,0,1,117,0,52,196,185,0,0,0,0,0,0,170,0,4,1,1,451,0,7,9,0,108,0,233,0,0,0,54,1,26,0,4,23,141,119,0,65,230,237,0,0,42,216,0,49,12,0,16,1,16,87,32,0,324,41,0,0,12,15,58,0,16,3,29,1,0,6,1,0,0,426,21,8,0,31,0,0,19,8,8,235,4,0,0,351,15,2,0,89,2,0,0,0,275,2,2,0,0,0,0,0,78,5,0,1,272,46,0,3,229,15,0,8,0,2,31,0,0,2,2,0,3,1,1,6,10,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,13,11,0,0,0,0,15,5,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,9,0,0,0
QC:jmoney,0,WARN,0,24,14.9,82,518,692,406,4.7,1222,1222,1084,0,0.0,100,245910,4,9,7,139,1.2,0,0,0,22.6,0=13;5=12;10=8;20=7;30=9;60=2;90=3,54,1.8,1=413;2=106;4=43;6=6;8=5;10=3;12=7,589,5,0.0,11355,6001,309,161,4,4,8197,java=8197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,575,4,0,4,{"level":"WARN";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"575";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,660,0,4.0,345,3.2,7861,1.0,3264,6001,575,33,0,4,1,0,10,0,7,14,10,0,0,0,0,0,0,7,0,0,0,0,9,8,0,3,0,8,0,0,0,0,0,10,0,0,0,46,0,8,22,0,0,1,0,0,0,37,27,0,0,4,1,0,0,0,48,0,0,5,1,0,0,1,30,25,0,11,0,1,0,0,0,60,0,0,42,0,0,0,3,0,0,0,0,0,13,3,0,1,7,0,0,0,3,0,0,0,4,34,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0
QC:joggplayer,0,ERROR,1,62,18.9,285,3769,6047,12521,29.5,5387,5387,5202,0,0.0,277,896340,17,63,16,1089,1.8,0,0,0,23.4,0=62;5=51;10=48;20=21;30=27;60=12;90=9,230,2.4,1=1319;2=501;4=143;6=66;8=39;10=20;12=52,2213,8,0.0,61096,18238,2235,1404,17,17,29878,java=29878,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,3925,17,0,17,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"1";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"3925";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,1520,0,4.0,1145,4.3,38890,1.0,14949,18238,3925,94,0,16,1,13,41,0,2,44,37,0,0,0,5,0,0,16,0,30,3,38,586,8,9,25,7,63,8,96,0,0,0,16,0,104,21,87,10,31,1,0,15,306,112,0,0,312,321,0,12,5,40,4,0,1,81,8,3,0,9,0,0,6,36,148,1,37,0,6,3,0,0,180,0,3,140,0,1,0,7,0,0,1,0,0,37,15,0,1,69,0,0,0,69,29,0,0,0,48,1,0,0,0,0,0,1,57,6,18,6,9,0,0,15,164,5,12,0,0,69,3,0,0,2,0,0,0,2,0,29,48,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,16,1,48,1
QC:jparse,0,WARN,0,18,88.1,75,7637,4023,2246,8.3,6610,6610,6610,0,0.0,95,743880,4,223,21,6274,19.4,0,20295,0,88.1,0=8;5=24;10=16;20=10;30=9;60=2;90=6,75,7.3,1=423;2=143;4=91;6=61;8=18;10=20;12=104,905,1,0.0,32345,17248,4940,2631,4,4,24796,java=24796,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,7667,4,0,4,{"level":"WARN";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"0";"level":"OK"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"7667";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,36,0,4.0,135,7.7,57489,2.0,13285,17248,7667,12,0,3,1,1,14,0,0,15,12,0,6,0,1,0,0,21,0,0,4,5,6,3,7,8,96,115,0,0,0,0,0,117,0,72,0,72,0,35,0,0,150,0,1548,0,0,439,29,0,1,10,0,0,0,0,13,0,6,1,7,0,0,0,4,16,0,518,0,0,0,0,0,61,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1256,0,0,0,81,3,0,0,0,0,0,0,2113,0,0,0,0,0,0,0,100,0,0,0,39,400,67,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,48,27
QC:jpf,0,ERROR,3,2,18.9,139,509,2464,4630,25.8,2623,2623,2594,0,0.0,58,400260,10,17,7,457,2.1,0,0,0,27.9,0=29;5=12;10=18;20=9;30=12;60=6;90=8,94,2.1,1=675;2=177;4=87;6=51;8=21;10=7;12=28,1256,2,0.0,21952,7935,283,176,10,10,13342,java=13342,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,522,10,0,10,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"3";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"522";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],4.0,60,0,4.0,110,2.2,8983,1.0,5733,7935,522,11,0,4,0,0,11,0,1,19,5,0,0,0,0,0,0,7,0,0,1,0,18,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,29,0,3,3,0,0,0,7,7,0,0,2,12,0,0,0,11,19,0,0,0,1,0,0,6,15,0,0,45,2,0,0,2,0,0,3,0,0,0,2,0,0,40,0,0,0,0,0,0,0,0,89,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,26,20,0,0,0,0,1,11,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QC:jrefactory,0,ERROR,155,389,18.4,1488,17542,25861,31811,22.3,27443,27443,27336,0,0.0,751,3327690,82,2231,309,32654,14.1,0,40074,0,23.4,0=506;5=240;10=204;20=91;30=80;60=21;90=30,1172,2.6,1=6099;2=2149;4=1007;6=365;8=176;10=140;12=285,10667,38,0.0,231052,68061,6480,10741,82,82,110923,java=110923,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,18165,82,0,82,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"155";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"18165";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,2139,0,4.0,2755,6.2,206458,2.0,62145,68061,18165,234,0,23,29,27,260,0,0,310,233,2,6,74,6,5,0,309,0,70,7,94,976,264,15,33,133,316,6,1737,0,0,1,6,1,1433,7,230,2,103,48,0,9,453,67,0,0,4012,705,19,88,17,79,38,58,799,335,6,41,32,23,0,307,7,92,209,1,193,1,28,1,0,0,161,0,17,525,6,22,0,41,0,0,147,1,4,138,4,0,5,170,192,3,0,24,311,0,7,2,193,7,0,1,15,6,0,0,136,4,5,150,0,0,17,5,281,16,35,0,13,135,33,5,0,3,0,0,0,1,1,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,0,1,0,0,2,0,0,0,0,24,0,0,0,1,10,0,0,1,0,1,0,0,0,13,0,0,0,0,0,0,9,24,790,4
QC:jruby,0,ERROR,120,148,23.3,2286,30632,41174,27297,10.0,53266,53266,50170,0,0.0,1674,7374540,143,926,179,14388,4.1,0,0,0,33.7,0=535;5=283;10=313;20=115;30=145;60=63;90=128,1582,2.1,1=15247;2=4872;4=1318;6=592;8=291;10=157;12=409,24456,1006,0.0,354554,145451,9102,19403,143,143,245818,java=245818,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,31305,143,0,143,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"120";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"31305";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,1744,0,4.0,7435,3.5,256881,1.0,113493,145451,31305,525,0,45,9,68,304,0,29,272,58,2,0,4,9,6,0,179,0,237,55,285,658,27,53,60,42,483,504,3267,2,0,8,74,27,1019,8,136,121,205,409,6,3085,86,471,15,77,3837,322,1,88,95,46,182,26,18,376,514,455,492,34,6,1,4,58,43,0,353,3,24,0,0,44,90,6,21,1281,43,11,26,413,6,2,98,4,74,184,41,0,6,517,2,12,0,122,296,0,12,5,5386,29,7,0,0,8,0,0,713,42,85,55,26,61,33,6,738,101,69,2,16,89,76,29,0,17,1,1,2,0,2,228,11,0,0,0,5,0,1,0,11,0,0,3,0,1,0,0,1,25,0,0,0,0,5,3,0,9,0,2,17,11,18,0,3,0,2,2,0,0,6,0,5,0,0,0,51,0,4,0,0,0,0,166,36,380,6
QC:jspwiki,0,ERROR,7,15,14.7,581,4740,7579,17825,22.8,8553,8553,8521,0,0.0,491,1807500,70,229,60,4454,4.0,0,0,0,16.7,0=168;5=100;10=118;20=53;30=45;60=18;90=10,512,2.0,1=2766;2=655;4=258;6=146;8=63;10=24;12=74,4169,91,0.0,110502,31769,2106,2156,70,70,60250,java=60250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,4851,70,0,70,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"7";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"4851";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,290,0,4.0,1255,3.5,64035,1.0,26159,31769,4851,96,0,26,0,9,80,0,1,139,98,0,0,0,0,0,0,60,0,2,2,41,176,3,7,0,0,86,26,0,0,0,0,50,1,1,0,4,0,77,17,0,2,958,2,0,0,300,121,0,28,13,0,6,8,4,136,26,244,65,25,0,0,7,39,178,0,22,15,34,0,0,3,14,0,0,420,14,0,0,18,0,0,5,1,8,76,2,0,0,490,1,0,0,2,10,0,2,1,58,3,0,0,0,2,0,0,158,0,1,6,107,5,8,12,158,9,0,1,0,2,49,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,9,1,0,0,0,1,0,0,2,0,2,7,0,0,0,0,0,8,0,12,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,2,2
QC:jsXe,0,ERROR,3,32,15.1,246,3875,4358,8077,30.4,3703,3703,3634,0,0.0,168,554820,14,24,14,464,1.3,0,3475,0,28.3,0=45;5=20;10=21;20=10;30=17;60=7;90=11,131,2.6,1=767;2=330;4=132;6=50;8=26;10=22;12=28,1400,27,0.0,35438,11339,2757,1027,14,14,18494,java=18494,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,3982,14,0,14,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"3";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"3982";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,653,0,4.0,760,5.6,31216,2.0,9723,11339,3982,75,0,2,0,6,24,0,15,34,12,2,0,0,0,1,0,14,0,13,3,56,1679,6,11,4,4,36,3,1,0,0,0,42,0,5,30,54,1,37,6,0,11,155,21,0,0,74,34,0,32,6,23,4,2,5,75,3,1,24,19,0,0,2,18,77,2,46,0,9,0,0,6,92,0,7,106,3,1,0,9,0,0,2,1,0,24,1,4,0,30,0,0,0,2,0,0,1,0,400,1,0,0,0,0,1,0,129,0,3,5,0,0,15,23,106,0,1,0,0,37,5,0,0,2,4,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,146,1
QC:jtopen,0,ERROR,197,348,32.2,1913,40578,61756,184871,35.1,61618,61618,61246,0,0.0,1436,10260960,15,5629,655,93569,14.3,0,0,0,34.3,0=512;5=282;10=380;20=128;30=205;60=133;90=154,1794,2.6,1=13330;2=5442;4=1740;6=708;8=369;10=236;12=664,23386,337,0.0,654155,194544,16629,22490,15,15,342032,java=342032,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,41089,15,0,15,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"197";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"41089";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},[{"key":"java-sonar-way-04122";"language":"java";"name":"Sonar way";"rulesUpdatedAt":"2017-03-16T16:05:56+0000"}],5.0,5116,0,4.0,2605,4.0,410711,1.0,150872,194544,41089,163,0,50,0,10,461,0,93,311,209,1,0,0,6,0,0,655,0,7,49,48,1913,34,79,21,3,776,308,1561,1,2,62,1921,20,55,83,408,78,311,251,1,2329,5648,271,0,6,5665,608,0,246,164,1164,37,418,72,1774,308,0,29,125,6,1,6,32,1272,9,312,92,81,26,19,994,1499,4,38,1037,88,16,0,53,0,0,146,66,43,104,8,0,5,1490,16,0,0,150,72,1,39,0,457,13,1,0,0,3,0,0,556,26,21,45,5,0,4,8,1438,20,22,0,21,172,133,0,0,5,7,0,4,1,23,78,35,0,0,0,55,0,29,3,1,0,0,32,0,2,0,0,47,29,0,1,0,5,0,1,13,8,0,2,59,1,31,0,1,1,0,0,0,0,0,0,3,0,1,0,29,0,0,0,0,0,0,264,30,957,9
